tract,population,people per household,median income per household,mean income per household,income per capita,geometry
0007-B,3258,3.11,5553,,,"POLYGON ((-90.24562334235874 38.7023730584369, -90.24940919664131 38.70675399670786, -90.25268559748265 38.70347097557877, -90.25908286135821 38.6995755532729, -90.26488041307239 38.70217935104408, -90.26530159819342 38.70137097140234, -90.26561855353538 38.70106254669911, -90.26568972010783 38.70085136313229, -90.26589919992202 38.70064886092008, -90.26620503228104 38.7007390498745, -90.26662167238655 38.7001378797846, -90.26721450019957 38.69954285073965, -90.26807671789685 38.69827732751747, -90.26034413087102 38.69499942878267, -90.26030176707829 38.69458389521608, -90.25982510218586 38.6946412365993, -90.25361543687518 38.69807330174079, -90.24562334235874 38.7023730584369))"
0007-C,6625,2.96,6111,,,"POLYGON ((-90.2440261767585 38.71223593866719, -90.25092233193033 38.714581083714, -90.25389127433138 38.71591123242791, -90.25582254557953 38.71382038600141, -90.25619044677335 38.71327528134977, -90.25748182134994 38.71188239761242, -90.25883419879334 38.71012373016877, -90.26014048564463 38.70855698425377, -90.26390266240116 38.70377289871497, -90.26488942381535 38.70217767774786, -90.25903161676668 38.69956562236766, -90.2526947275732 38.70341756018629, -90.2440261767585 38.71223593866719))"
0007-D,6033,3.05,5373,,,"POLYGON ((-90.25983899277034 38.69465543231296, -90.26028506567474 38.69459059999463, -90.26021871186614 38.69425749438467, -90.25983485759033 38.69344317563676, -90.25932687696601 38.69269462255024, -90.25854509301264 38.69194369891912, -90.25737653427403 38.69123611278031, -90.25422644600165 38.68982992982558, -90.25389193554176 38.69010859006682, -90.25029247249427 38.69210368682882, -90.24102686056496 38.69709935886228, -90.24312175956977 38.69957565754017, -90.24558891340645 38.70238832121453, -90.2505999821821 38.69969296219421, -90.25928983223061 38.69497474519979, -90.25983899277034 38.69465543231296))"
0007-E,5136,2.9,5641,,,"POLYGON ((-90.24100693090925 38.69709642641148, -90.251937500015 38.69118806590667, -90.2538868721816 38.69010546421918, -90.25421543489489 38.68983439332811, -90.25093845745988 38.68841141581238, -90.24787160563992 38.68714402104306, -90.24568711097538 38.6862303723619, -90.24307194331476 38.68767649838916, -90.23896055919788 38.68996549438068, -90.23626142747918 38.6914281814523, -90.24100693090925 38.69709642641148))"
0007-F,3514,2.89,5749,,,"POLYGON ((-90.22674537423885 38.68227883271388, -90.2265394017456 38.68242219865949, -90.22990809588939 38.68428434995401, -90.23624961285583 38.69142797476248, -90.24573271158505 38.68621388849499, -90.2467394299785 38.68562050337849, -90.24713695888487 38.68517964558314, -90.24808139532951 38.68176834521046, -90.24189456038269 38.67912704645809, -90.23928925890586 38.68257468991749, -90.23698559843939 38.68208659574017, -90.23502534990867 38.68223890340951, -90.23195724154037 38.68259415090603, -90.23006161402712 38.68266754423038, -90.22933870122267 38.6827017300894, -90.22889829658779 38.68251116992763, -90.22860136219164 38.68228038821213, -90.2283259373967 38.68209026019441, -90.22793141454903 38.6820207429522, -90.22712530295472 38.68211602712645, -90.22674537423885 38.68227883271388))"
0007-G,6339,2.95,5516,,,"POLYGON ((-90.23569992720577 38.67840715700268, -90.23455574708841 38.67935347640535, -90.23020441217972 38.68228330761775, -90.23003060113281 38.68267034748909, -90.23206613678079 38.68258642556317, -90.23695052632688 38.68208458608715, -90.2392814869586 38.68257654427049, -90.24188452667364 38.67911986797828, -90.2480803182966 38.6817535498667, -90.25176028689694 38.67630907941371, -90.24426649480642 38.67306770391433, -90.24131232134307 38.67192273032996, -90.23974190195622 38.67415739886223, -90.23945629853132 38.67403349811678, -90.23708559067306 38.677156100641, -90.23569992720577 38.67840715700268))"
0008-A,4496,2.98,5935,,,"POLYGON ((-90.25389449387183 38.71593575585445, -90.25093830072198 38.71459433369564, -90.24400281437154 38.71223931420912, -90.24940406753582 38.7067622340621, -90.23855839063712 38.69417432975347, -90.23178791345603 38.69794682280852, -90.23106157151048 38.69881634689541, -90.23064372383452 38.699058956605, -90.22970506912564 38.69957228854238, -90.22950297892747 38.69984517196708, -90.22938603165522 38.70032565804713, -90.22939685512367 38.70090091290729, -90.22938957576299 38.70126905529347, -90.22957740209571 38.70173204657427, -90.22956845147509 38.70211324078839, -90.22957721458312 38.70230749082908, -90.22939133980498 38.70256500323158, -90.22992332152442 38.7038031717776, -90.23013225508755 38.70536867418197, -90.23036786943828 38.71037996517025, -90.23040289563728 38.71187095201703, -90.23011510084015 38.71363295940286, -90.2299122705236 38.71489461117628, -90.23161014235716 38.71505090707932, -90.23596460173677 38.71553470736799, -90.23804179575149 38.71572853002191, -90.23821433934224 38.71574919840499, -90.24151371011241 38.71611202384572, -90.24643637788938 38.71741072002293, -90.25049531222014 38.71849414963231, -90.25178143027985 38.71886044758432, -90.25244605737146 38.71808473738143, -90.25270606085627 38.71775824720657, -90.25379741395233 38.71607612307115, -90.25389449387183 38.71593575585445))"
0008-B,2942,2.78,6599,,,"POLYGON ((-90.25177657528373 38.71886787048167, -90.24943587325426 38.71821250824933, -90.24541965232234 38.71714126243868, -90.24193746289497 38.71622603379777, -90.24129044732499 38.71608911106416, -90.23375091659491 38.71529700634991, -90.22990842950816 38.71489397362045, -90.22932343347206 38.71834728516026, -90.23535075347957 38.71899745174223, -90.23750564002512 38.71921479492202, -90.23816507854437 38.71925951668136, -90.23994484074801 38.72217450120992, -90.24030561468363 38.72215024652752, -90.24054852535009 38.722277646727, -90.24064833648826 38.7224477352824, -90.24062902699569 38.72269205835727, -90.2404613338488 38.72284992664186, -90.24039452404178 38.72286967650625, -90.240643919349 38.72330062898904, -90.25177657528373 38.71886787048167))"
0008-C,3075,3.11,6709,,,"POLYGON ((-90.24064200156053 38.7232979010172, -90.24038845066126 38.72286644663121, -90.2404583339645 38.72284455126363, -90.24062255729595 38.72269413769565, -90.2406448577063 38.7224406597799, -90.24054093877669 38.72227570409638, -90.24031994107769 38.72215556035041, -90.23994381540373 38.72217358460407, -90.23816061340054 38.71926518535295, -90.23750081437474 38.71922166225983, -90.23647920737471 38.71910649670944, -90.23418554202019 38.71887883608826, -90.22932883085778 38.71834640425653, -90.22911121314841 38.71950558586126, -90.22842218135654 38.72368450895276, -90.22792726625805 38.72633170060703, -90.22788591190999 38.72679411609917, -90.22802633515582 38.72814668307546, -90.22937594453754 38.72765559700483, -90.2311780070202 38.72700241481119, -90.23699416978579 38.72476325886345, -90.23810794364246 38.72425888495349, -90.23870341775421 38.7236671481578, -90.24000629776458 38.72325534435218, -90.24048998244083 38.72334295407715, -90.24064200156053 38.7232979010172))"
0008-D,1124,3.1,5667,,,"POLYGON ((-90.22989582795392 38.71493141407457, -90.22714407671909 38.71643182059044, -90.22154234120643 38.71948771224761, -90.21646565509251 38.71885229043459, -90.21620247984188 38.7211969221929, -90.21559772950127 38.72384844184887, -90.21528412095883 38.72420689956281, -90.21465737021663 38.72625965701568, -90.21431951835639 38.7273889506713, -90.21395573996075 38.72806961538163, -90.21419263328124 38.72923439571293, -90.21297239134172 38.73138845204794, -90.21175405197417 38.73281931273685, -90.2111771343268 38.73297563638493, -90.21099427164415 38.73337637886714, -90.21001720401451 38.73445357060027, -90.20613203166992 38.73765969554209, -90.20194881904203 38.74053608520704, -90.19778135994358 38.7430072609063, -90.19255021240342 38.74603133626048, -90.18769544749827 38.74896245185103, -90.18602652803636 38.75067610187335, -90.18235605747137 38.75583308364218, -90.18160247754437 38.75892696136768, -90.18043984083666 38.76199093658236, -90.17869649030241 38.76577376151371, -90.1776966694883 38.76876235872547, -90.17638825968614 38.77147912484455, -90.17559743970921 38.77290193591928, -90.17511654265132 38.77345815334183, -90.18202575515636 38.77405722871963, -90.18367697021455 38.77435093253938, -90.18379271351475 38.77249643312516, -90.18403564212898 38.77066402121697, -90.18433965561321 38.76936437462915, -90.18447447252142 38.76862906127826, -90.1844931707612 38.76793990375668, -90.18519123963817 38.76493208650694, -90.18622060418774 38.76150237313521, -90.18751252577594 38.75985188706616, -90.19059592160831 38.75641859665281, -90.19326860174982 38.75373566189053, -90.19526462685869 38.75137834884762, -90.19558905502734 38.75087366757902, -90.196066566645 38.75052114458713, -90.19619531337122 38.75014225169973, -90.1976364074519 38.7488755231051, -90.20404597285646 38.74304144585454, -90.20560406260473 38.74182682215675, -90.20804302154585 38.73966438966716, -90.2106523043648 38.73744780740395, -90.21349556086632 38.73568217676522, -90.21802170311398 38.73354303233448, -90.22170056286407 38.73056152135899, -90.22325760198424 38.72962814871833, -90.22462974224332 38.72908037838891, -90.22802752526827 38.72813372496141, -90.22787885040744 38.72677259383477, -90.22884247034236 38.72105329687806, -90.22989582795392 38.71493141407457))"
0008-E,1393,2.93,4309,,,"POLYGON ((-90.21653117098306 38.71884665259986, -90.22154326743635 38.71946861042421, -90.22989809655085 38.71492953242383, -90.23039642895407 38.71189397842666, -90.2301233008192 38.70533126444359, -90.22992226104765 38.70381473715478, -90.22939016326967 38.70256539143119, -90.2295822056587 38.7023143000165, -90.22958187227283 38.70175233577407, -90.22939683116839 38.70125381802013, -90.22939736548545 38.70034783625081, -90.22952787180857 38.6998493519475, -90.22971704950925 38.69957382458731, -90.22663047191398 38.70121665399304, -90.2225219950072 38.70345483635657, -90.21554277260519 38.707337197887, -90.21687217840679 38.71121245048153, -90.21714803002824 38.71553725070303, -90.21653117098306 38.71884665259986))"
0008-F,147,3.27,3874,,,"POLYGON ((-90.21551560926935 38.70733702656091, -90.22253371762744 38.70343038295685, -90.22839185737972 38.70026614811172, -90.22970551707111 38.69958323562206, -90.23070544091921 38.69904897418316, -90.2310744530628 38.698777088709, -90.23180049389029 38.69794401354447, -90.23855750525898 38.69420005643489, -90.23433504574888 38.68920268640847, -90.22989668107898 38.68430156033976, -90.2288136430886 38.68366360469123, -90.22175222154993 38.68732792491578, -90.2199724100234 38.68826531035278, -90.21753128085072 38.68951482265876, -90.21530902981888 38.68733263601846, -90.21306265541045 38.68842468540706, -90.21507178382699 38.69068954430085, -90.20711185265517 38.69519908669297, -90.20723284692163 38.69539048545284, -90.21159416161329 38.7008846183276, -90.21178734473717 38.70184826811967, -90.21287419454609 38.70236193023538, -90.21470407414009 38.70489274785378, -90.21551560926935 38.70733702656091))"
0009-A,5942,2.91,5648,,,"POLYGON ((-90.22052278866094 38.68634326100239, -90.22459636267749 38.68422191550138, -90.22623975019897 38.68267599800143, -90.22656371969035 38.68242227974014, -90.22704788865833 38.68215839089722, -90.22788767706804 38.68201889035456, -90.22834168547104 38.68208940898541, -90.22890143619004 38.68251196481219, -90.22933847664889 38.68270202856103, -90.23003302332064 38.68266760445886, -90.23019683959043 38.6822735221484, -90.23458079754607 38.67934999463835, -90.23071071989141 38.6776291232972, -90.22509698269961 38.67435162756618, -90.22222963965771 38.67311723701819, -90.22144915065803 38.67229891478863, -90.21966521481734 38.67155300332434, -90.21840487310597 38.6730751117829, -90.21223011819097 38.67900478968253, -90.21034820577557 38.67999274586759, -90.21766345837494 38.68416839156644, -90.22052278866094 38.68634326100239))"
0009-B,710,3.25,4222,,,"POLYGON ((-90.20712026113499 38.69516499679029, -90.21506598162701 38.69068528595538, -90.21306361698959 38.68842261344611, -90.21531584948066 38.68732647939706, -90.21753468437134 38.68950412034597, -90.22879093774895 38.68366409797303, -90.22653277087205 38.68243385230863, -90.22460548998193 38.68426497281588, -90.22052363442569 38.68633225757736, -90.21765462369291 38.68414699533471, -90.21048828818141 38.68006885487268, -90.21036950231112 38.67998765085216, -90.20455278959534 38.68306209363484, -90.19909246475908 38.68632420688188, -90.20267211132737 38.68917716580707, -90.20516749523361 38.69177248347908, -90.20596818031547 38.69286878388375, -90.20712026113499 38.69516499679029))"
0009-C,4434,2.8,5117,,,"POLYGON ((-90.1990787492082 38.68632546423542, -90.21221469545004 38.67900744087477, -90.21839115384162 38.67308788992815, -90.21963298551492 38.67156482949927, -90.21564776668404 38.6699617448275, -90.21421716688749 38.67159486933896, -90.19485979736643 38.68188268284894, -90.19598795181496 38.68324298272774, -90.1972466155534 38.68439650860827, -90.19830852777035 38.68584521726629, -90.1990787492082 38.68632546423542))"
0009-D,3128,2.93,4686,,,"POLYGON ((-90.19502158986036 38.6818135059044, -90.20615178094333 38.67589944223072, -90.21423030017993 38.67157270357139, -90.21565198808152 38.66996068470917, -90.2128701633772 38.66872946964705, -90.21224809069382 38.66959059170782, -90.21109533293222 38.66906970762482, -90.20852255003071 38.67047113643201, -90.20661600060342 38.67151703884539, -90.20588269844217 38.67188656114723, -90.20448776569029 38.67290150328845, -90.20386306221585 38.67323107780608, -90.20099585348413 38.67468924396133, -90.19843189730598 38.67604303469128, -90.19269024265385 38.67910097592851, -90.19304800669491 38.67951409625178, -90.19372547676826 38.68022296946224, -90.19404298221261 38.68069730081678, -90.19437658045865 38.68120679866093, -90.19474320043346 38.68157487956831, -90.19491543843581 38.68169369187628, -90.19502158986036 38.6818135059044))"
0009-E,3954,2.89,4683,,,"POLYGON ((-90.19267068676187 38.67909190834583, -90.19530849137146 38.67770130728967, -90.19841841648942 38.67604626879278, -90.20419810369 38.67303680833655, -90.20454276477484 38.67286691362872, -90.20590059699994 38.67187359635927, -90.20801652309976 38.67074707035229, -90.21108911291701 38.66906858993414, -90.20923153341647 38.66775482089835, -90.20733349795921 38.66409790414951, -90.20517203988004 38.66481674524918, -90.20046310460306 38.66634563556733, -90.1952075735198 38.66917321802577, -90.18982024219207 38.67110022478973, -90.18882270933103 38.67143698228141, -90.18882975303863 38.6719456366306, -90.18908682581602 38.67227617882568, -90.18914056031791 38.67328265052943, -90.18960318674223 38.67424372630084, -90.18977187145337 38.6750687288286, -90.189915256733 38.67577739617167, -90.19086765728147 38.67674492421826, -90.19177759788465 38.67785995087315, -90.19267068676187 38.67909190834583))"
0010-A,7978,3.22,4682,,,"POLYGON ((-90.2345817898899 38.67935518287235, -90.23569652166307 38.67840134874782, -90.23708742729377 38.67715712130976, -90.23945003590886 38.67402507385913, -90.23973775307418 38.67414507951802, -90.24131800837591 38.67192208670387, -90.24425230562947 38.67305881243635, -90.24823766662453 38.66752724559997, -90.24045476938404 38.66417090876187, -90.23071414802475 38.67761176741445, -90.2345817898899 38.67935518287235))"
0010-B,6436,3.01,5327,,,"POLYGON ((-90.21964964850754 38.67154909618266, -90.22146240331149 38.67230156746435, -90.22220091589334 38.67311479548123, -90.22520430547847 38.67440639069604, -90.23070160999339 38.67763054678047, -90.23294900406205 38.67453618849984, -90.23562308773161 38.67086715346584, -90.23641779541018 38.66977599945662, -90.23338457787244 38.66843627898598, -90.23177047318033 38.67064947156423, -90.22725154439642 38.66868313139829, -90.2263089293055 38.67006266450448, -90.22204072096497 38.66819692540457, -90.22074813894825 38.67002757564289, -90.22077379690376 38.67010334522983, -90.22005908766698 38.6710309676201, -90.21964964850754 38.67154909618266))"
0010-C,8003,3.2,4378,,,"POLYGON ((-90.22726446179195 38.66867570537298, -90.23177326795648 38.67063654347364, -90.23338272784051 38.66844130452954, -90.23643055127459 38.66975923518472, -90.24042834109824 38.66422244736471, -90.23346458417036 38.66115334187245, -90.22899058424596 38.6591985607655, -90.2250338179234 38.66476774295078, -90.22884228178661 38.66644098932198, -90.22726446179195 38.66867570537298))"
0010-D,6591,3.02,4366,,,"POLYGON ((-90.22503314552441 38.6647581516246, -90.22899705859365 38.65918163106632, -90.22431886508069 38.65715992386941, -90.22469072523793 38.65663582378996, -90.22111030585137 38.65505354655277, -90.21762578258307 38.6533925250604, -90.21573583240763 38.65604901707566, -90.2132041042433 38.65958388540786, -90.22503314552441 38.6647581516246))"
0010-E,5905,2.81,4858,,,"POLYGON ((-90.20847530483596 38.66628975515889, -90.20923940223204 38.66775066780133, -90.21109927305417 38.66906816159183, -90.21223839417223 38.66958141731796, -90.21285938726022 38.66872716152712, -90.21566335993252 38.66995831238404, -90.21964253850986 38.67155126956679, -90.22076954678022 38.67010017035089, -90.22074354442215 38.67003116037923, -90.22203768810397 38.66820408317895, -90.226304530665 38.67004945019075, -90.22882737764222 38.66644568824638, -90.2132197826671 38.65957184126072, -90.2122548088975 38.66093020569326, -90.21206929655119 38.66126718458332, -90.21187335923621 38.66155262551215, -90.21139356403962 38.66212965332257, -90.21014369162887 38.6639338106099, -90.20932637170557 38.66510302679815, -90.20847530483596 38.66628975515889))"
0011-A,12159,2.88,2400,,,"POLYGON ((-90.24663088098269 38.65436887042819, -90.24873986351923 38.65147161324408, -90.2516196180447 38.65276105629014, -90.25279882238119 38.65118319175809, -90.24986478228584 38.64989928051308, -90.24174567449691 38.64633589813009, -90.23709558823776 38.64426768828609, -90.23632173804242 38.64541369223709, -90.22929021331726 38.64234851708303, -90.2273233442022 38.64585423264791, -90.24663088098269 38.65436887042819))"
0011-B,9546,3.46,3306,,,"POLYGON ((-90.24282029308613 38.66519814144522, -90.24819519119769 38.66752000834318, -90.25508706239327 38.65803949213181, -90.24958809824379 38.65565445267161, -90.25164783104748 38.65279474766569, -90.24870639167352 38.651441126566, -90.24662616877065 38.6543959313572, -90.23858986695764 38.65082159567334, -90.23707092418843 38.65299233526971, -90.24031010157194 38.65443294430582, -90.24806666145996 38.65782584187441, -90.24282029308613 38.66519814144522))"
0011-C,9025,3.18,2649,,,"POLYGON ((-90.23346746622607 38.66111726262788, -90.24279625405974 38.66518051391387, -90.24804579136209 38.65784963590432, -90.23766309044512 38.65325252191881, -90.23550054649237 38.65632512455719, -90.23370964835995 38.65883937331501, -90.23476864802232 38.65931435921836, -90.23346746622607 38.66111726262788))"
0011-D,9587,3.4,3130,,,"POLYGON ((-90.22433866028013 38.65714407440761, -90.23345370087443 38.66112425600686, -90.23476776525794 38.65931229986341, -90.23369271718812 38.65883258811687, -90.23548786958112 38.65632632967186, -90.23764745959599 38.65326339323492, -90.23706529181706 38.6529982060252, -90.23857559480903 38.65082082315215, -90.23389607072782 38.64875098531017, -90.23234597704516 38.65093879437971, -90.22965034031786 38.64973627704242, -90.22433866028013 38.65714407440761))"
0011-E,8556,3.56,2580,,,"POLYGON ((-90.22468512314595 38.65662677178604, -90.22964607129063 38.64972032260965, -90.23234313492281 38.65092774427105, -90.23389082027269 38.64876651698982, -90.22733492324299 38.64586205554739, -90.22599640576414 38.64816779308659, -90.22452505149982 38.64752868557984, -90.22244845730256 38.64709947326964, -90.21996705919132 38.64657159553801, -90.21997126731831 38.65299974101375, -90.21919275066779 38.65413036531877, -90.2211474979366 38.65506049973553, -90.22468512314595 38.65662677178604))"
0012-A,8277,1.92,4072,,,"POLYGON ((-90.26321691713318 38.63477906679632, -90.26641114455536 38.63511316629205, -90.26565327967107 38.63963725338384, -90.26353783545746 38.65151617962098, -90.27270921483421 38.65243634291433, -90.27458832967685 38.65289799064121, -90.2820940587022 38.65365908582135, -90.28294939317459 38.64843649456146, -90.28524679727875 38.64866656602723, -90.28563051815092 38.64611945816293, -90.30092895216026 38.64761167588738, -90.30121169513467 38.64600577968283, -90.30158811279432 38.64444805252657, -90.30196610575085 38.64344672719308, -90.30257002283869 38.64174814423357, -90.3028285586076 38.64092026507741, -90.30313594132036 38.6393773731259, -90.30371420639796 38.63577171290628, -90.30399506096707 38.63453766276031, -90.3045070608886 38.63264670998832, -90.28552669726098 38.63080534214977, -90.2645161194088 38.62876419392732, -90.26321691713318 38.63477906679632))"
0012-B,7872,3.09,3216,,,"POLYGON ((-90.26210388452512 38.65988694334874, -90.26569554534667 38.66024620634467, -90.26627884656978 38.65692509309207, -90.2725500714425 38.65756277755487, -90.2731099875178 38.65421632235733, -90.27888866532415 38.6547932063613, -90.27893987395838 38.65459782062167, -90.28198004266187 38.65488556237177, -90.28212013562138 38.65373321862897, -90.282034924912 38.65371598768845, -90.27463607230843 38.6529556648591, -90.27420811283952 38.65289243528994, -90.27381428373332 38.65278819157824, -90.27330020884789 38.65265635484926, -90.27261217464941 38.65251112313265, -90.26714272065105 38.65195298519096, -90.26351470649819 38.65159579643589, -90.26210388452512 38.65988694334874))"
0012-C,7920,3.15,3703,,,"POLYGON ((-90.25281381576541 38.65118286671611, -90.24959733318427 38.65564549363496, -90.25834883510187 38.6595184387462, -90.26210046679932 38.65988679776663, -90.26351330203823 38.65157593640652, -90.25878887949546 38.65120222176297, -90.25488103224366 38.65085371974404, -90.25347696316527 38.65023757384275, -90.25281381576541 38.65118286671611))"
0012-D,7242,1.99,3140,,,"POLYGON ((-90.25347802210969 38.65024143355117, -90.25489358494345 38.65085163054488, -90.25973688224532 38.65127021289416, -90.26349919842956 38.65156662085393, -90.26420099578942 38.64764500448544, -90.26484801052877 38.64394742916921, -90.26567237219899 38.63960779437573, -90.26640818987821 38.63510423931688, -90.26320754934245 38.63478353998089, -90.26274048264091 38.63715636962927, -90.26204522822039 38.64109696918287, -90.26170137467693 38.6432467573964, -90.25795185155522 38.64246130499907, -90.25702259353343 38.64525774026411, -90.25503977808917 38.64805971367906, -90.25347802210969 38.65024143355117))"
0013-A,9073,2.87,5805,,,"POLYGON ((-90.28385061914534 38.61182606523669, -90.28459196834902 38.61189012619576, -90.28510409106545 38.60930139267697, -90.28561588721561 38.60663660267922, -90.28896026643403 38.60697717498336, -90.28921661624152 38.6065931177922, -90.28955823381447 38.60606852160989, -90.29021846289412 38.60535709303829, -90.29095642223542 38.60459263040048, -90.29135432295001 38.60396383884262, -90.29150967101735 38.60343334627643, -90.2917385153073 38.60265233166513, -90.29181128029039 38.60239986422837, -90.29190917325435 38.60197258254077, -90.28436396984826 38.6011929400733, -90.2772089779763 38.60045455815231, -90.27707026302687 38.60082784149922, -90.27667842654257 38.60135801767871, -90.27590074771686 38.60566601876692, -90.27549325311975 38.60826129243404, -90.27505807716504 38.61097450798177, -90.28077502726188 38.61153366166366, -90.28385061914534 38.61182606523669))"
0013-B,3347,3.21,5480,,,"POLYGON ((-90.28092185386463 38.61766707759631, -90.28085059862426 38.61694166612988, -90.28283125947696 38.61714647988908, -90.28384925732635 38.61183222824903, -90.28029876045291 38.61149019763572, -90.27505187861038 38.61097561173225, -90.27368463095344 38.6111921141703, -90.26766397136065 38.61264229653134, -90.26696336540908 38.61623671681237, -90.27263542162328 38.61678771105996, -90.27676316277551 38.61722522131612, -90.28092185386463 38.61766707759631))"
0013-C,1936,3.26,5114,,,"POLYGON ((-90.26554660468636 38.62325871183307, -90.26586852943743 38.62329237345755, -90.26618293458854 38.6234383560133, -90.26829423203775 38.62390792483707, -90.26935484308036 38.62405109934893, -90.27104864828318 38.62413136614924, -90.27219414206353 38.62407130908656, -90.2760331130799 38.62365773012012, -90.27814230518575 38.62341087377995, -90.2801685135899 38.62318482012843, -90.28031441772289 38.62245626208937, -90.28049394723882 38.62129609966939, -90.28087775496239 38.61943237925365, -90.28101096084255 38.61874728186321, -90.28091335986957 38.61765849057508, -90.27705974515948 38.61725098335482, -90.27067892976397 38.61660064899379, -90.26696498768244 38.61623258549352, -90.26554660468636 38.62325871183307))"
0013-D,1690,2.77,5500,,,"POLYGON ((-90.26766320683546 38.61263882539012, -90.27215381366949 38.61155141137244, -90.27339823198186 38.61126006408019, -90.27505317037786 38.61097456960412, -90.27667508141563 38.60138739656772, -90.27708625712974 38.60079555877822, -90.27720064769269 38.60044822638591, -90.27022867126188 38.59973378998601, -90.26766320683546 38.61263882539012))"
0014-A,12003,2.56,6342,,,"POLYGON ((-90.27133568687903 38.59443286379315, -90.27595355506391 38.59493345668682, -90.2825828223191 38.59564622047475, -90.2928172730408 38.59672269837313, -90.30054742952548 38.5974845251402, -90.30206568603157 38.59237375741663, -90.30301133230793 38.59189532342226, -90.30368315604994 38.58792258190952, -90.30454126951523 38.58250772912642, -90.2991896504642 38.58197243110416, -90.29581749015657 38.58162636975904, -90.29333043190847 38.58205718134393, -90.29252274192802 38.58686418475241, -90.29215310134494 38.58862089913785, -90.29168040658554 38.59129658139223, -90.28363848696429 38.59044136987743, -90.27467346997514 38.58949298888957, -90.27327044874265 38.59146900161276, -90.27137832377605 38.59422745530351, -90.27133568687903 38.59443286379315))"
0014-B,7326,2.78,6870,,,"POLYGON ((-90.2702292176119 38.59972591306266, -90.29890340283177 38.60268311667355, -90.30009121415286 38.60010561983514, -90.30055011252912 38.59748772775858, -90.27132776217961 38.59443370550245, -90.2702292176119 38.59972591306266))"
0014-C,7824,2.87,6364,,,"POLYGON ((-90.2746736799777 38.5894913913394, -90.29167438392683 38.59128895033612, -90.29332709244675 38.58206119160869, -90.2919311113542 38.58229821892208, -90.27885047298545 38.58095284764236, -90.27720778031259 38.5840103706296, -90.27673001570653 38.58479283719253, -90.27655906287907 38.58538075396875, -90.27627872739464 38.5869984134356, -90.27621427682041 38.58724040922844, -90.2746736799777 38.5894913913394))"
0015-A,4647,2.86,5713,,,"POLYGON ((-90.27326326955109 38.59146865389141, -90.27620398016433 38.58724023242894, -90.27629115812053 38.58690302802952, -90.27655430437363 38.58535196050983, -90.2767216855007 38.58479990473086, -90.27717056538181 38.58406891201578, -90.27883878698589 38.58095949974652, -90.27708980360687 38.58072974138008, -90.27573960691785 38.57973758395539, -90.27076733917733 38.57969730013458, -90.27048789732727 38.57961176517026, -90.26981202084669 38.57916625924358, -90.26965858847505 38.57933642117669, -90.26729865861877 38.58120654912477, -90.26598845215786 38.58494259487193, -90.26507526174248 38.58752360485133, -90.26435200024628 38.58955556694366, -90.26402444560721 38.59041726305622, -90.27326326955109 38.59146865389141))"
0015-B,3522,2.68,5319,,,"POLYGON ((-90.27026499939845 38.59954959843529, -90.27137875784513 38.59422051126634, -90.27325733034171 38.59147129172875, -90.26402635054801 38.59042594269032, -90.26729442468347 38.58121275744811, -90.26551854078757 38.58261608495102, -90.26198683215853 38.58527312369471, -90.25834505709784 38.58825359387494, -90.25962635427278 38.58895519813306, -90.25968904030323 38.58995831227694, -90.25838862691309 38.58984434873412, -90.25795032002151 38.5925197596963, -90.25959683247778 38.59271482522686, -90.25882322003403 38.59777786218645, -90.25867464922642 38.59868388271126, -90.26198497978292 38.59901797942513, -90.26203649983785 38.59866089208869, -90.26781165123076 38.59924990589602, -90.27026499939845 38.59954959843529))"
0015-C,6367,3.05,6010,,,"POLYGON ((-90.25833928023823 38.58825291112927, -90.26186589600155 38.58536788021064, -90.26689815816457 38.5815099266396, -90.26343274548978 38.57967520025126, -90.25067573529326 38.57294431065618, -90.24745735034467 38.57678139368421, -90.24446936576805 38.58039685776845, -90.24423023236074 38.58074014238137, -90.24420066914924 38.58085910057156, -90.24459802058576 38.58098561726336, -90.25310867681131 38.58548462900083, -90.25833928023823 38.58825291112927))"
0015-D,4243,2.92,5740,,,"POLYGON ((-90.25067959651771 38.57294589906779, -90.26690796972852 38.58150555696237, -90.26964972652293 38.57934776999109, -90.26830632918569 38.57864221868362, -90.26911030978799 38.57630988834698, -90.25440895552786 38.56855031164483, -90.25067959651771 38.57294589906779))"
0015-E,8332,2.72,5064,,,"POLYGON ((-90.24630344001014 38.5642651841042, -90.24659787603058 38.5636470858309, -90.24650261513176 38.56331977489899, -90.24469087298736 38.56590093974018, -90.24205438672801 38.56965598529755, -90.23980369906566 38.58032300796884, -90.24418991647156 38.58085853160539, -90.24423004434937 38.58073988594147, -90.25444298501164 38.56852639416742, -90.24630344001014 38.5642651841042))"
0015-F,8106,2.76,5063,,,"POLYGON ((-90.23980114095821 38.58037518091673, -90.24204929568437 38.5696560982184, -90.24699360075014 38.56261002996072, -90.24666982153535 38.56213217525243, -90.24315088540588 38.56027330456674, -90.24186902590752 38.55946154971959, -90.24032644249341 38.56104698029138, -90.2400339943448 38.56188490170133, -90.23748662721846 38.56503911801289, -90.23602744724677 38.566916060224, -90.23465847363777 38.56866446914326, -90.23290047213756 38.57120902216429, -90.23030167180558 38.57331649761694, -90.22995332659387 38.57385694793138, -90.2285513362374 38.57418678027954, -90.22599613904198 38.57637323798158, -90.22994521296661 38.5791443114077, -90.23980114095821 38.58037518091673))"
