tract,population,people per household,median income per household,mean income per household,income per capita,geometry
1024,3174,2.64,7596.0,8680.0,3288.0,"POLYGON ((-90.28378414273433 38.57133158278128, -90.28250714489792 38.57251593964769, -90.27579785200233 38.57669775183298, -90.27445578665574 38.57731592155397, -90.27340947960859 38.57754068540709, -90.27204010849289 38.57785397574699, -90.26910821476591 38.57632287140812, -90.2683114154747 38.5786442749945, -90.26965988071639 38.57933810763335, -90.2698097352658 38.57916596549843, -90.27049036857316 38.57960744818705, -90.27076421035171 38.57969660421942, -90.27574149870776 38.57974410741915, -90.27708782841714 38.58072964909352, -90.27884917050255 38.5809461466911, -90.27936357843488 38.58027343148181, -90.27983657934335 38.579844482648, -90.28100225869554 38.57931940436795, -90.28156272495302 38.57897472879367, -90.2821529848528 38.57843422740586, -90.28286350276254 38.57725889432616, -90.28400292443918 38.57509116007468, -90.28448061326498 38.57414396116661, -90.28455114244271 38.57389099707183, -90.28378414273433 38.57133158278128))"
1025,2514,2.58,8351.0,9132.0,3540.0,"POLYGON ((-90.28037723601173 38.56732343939691, -90.27723448134503 38.5660481298355, -90.27374163342104 38.56984839844028, -90.27101832263205 38.57280443118833, -90.2695390862622 38.57515382577201, -90.26912745228601 38.57632139427789, -90.27204179708356 38.5778506807406, -90.27426197892159 38.57734258290218, -90.27485730644953 38.57714853793798, -90.27623457398317 38.57644081178915, -90.27965535637452 38.57433145177516, -90.28048186341023 38.57382519161005, -90.28208453157757 38.57282708251989, -90.28247056598727 38.57253049115228, -90.2851924422245 38.57001091673283, -90.28037723601173 38.56732343939691))"
1031,4419,2.29,8473.0,10025.0,4378.0,"POLYGON ((-90.31310728378467 38.58692898915528, -90.31213155161511 38.58599800585086, -90.31131914309465 38.58470527170569, -90.31076381183442 38.58314009240668, -90.30454555672513 38.58251968714706, -90.30368970592788 38.58788888835505, -90.30300842179255 38.59189493255569, -90.30212688173403 38.59233891674028, -90.30944678699835 38.59311048610366, -90.31607926088718 38.59382551743626, -90.31646387870738 38.59202919342891, -90.31957585335323 38.59221788113899, -90.31950801268209 38.59211840823308, -90.31921680946546 38.59124792701392, -90.31620792214673 38.58474442840148, -90.31323968899576 38.58682645275024, -90.31310728378467 38.58692898915528))"
1032,4857,2.72,9443.0,10335.0,3800.0,"POLYGON ((-90.31613203876159 38.59385772703529, -90.30207224609467 38.59236338600615, -90.30055798799792 38.59745973478019, -90.30009736402263 38.60009973104437, -90.29891094025623 38.60267481227101, -90.30407464077859 38.60318958566522, -90.31007465165293 38.60383522867786, -90.31091413159452 38.60300162338019, -90.31161958936214 38.60215889157871, -90.31273282526318 38.6011392984657, -90.31349992569766 38.60066192978669, -90.31485770036325 38.60009593582792, -90.31540362731759 38.59993846498386, -90.31537766700156 38.59949783697164, -90.31553714521719 38.59904337105441, -90.31571432484276 38.5980802473371, -90.31576636580792 38.5974739542117, -90.31573598359472 38.59689683604292, -90.31570107249091 38.59633720031562, -90.31572361141647 38.59595765769149, -90.31613203876159 38.59385772703529))"
1033,1209,2.96,8320.0,8341.0,2818.0,"POLYGON ((-90.31956139267835 38.59222474389418, -90.31645201268347 38.59204552200708, -90.3160963588462 38.59386079160653, -90.31576028940306 38.59587301780603, -90.31572087943997 38.59635928629324, -90.31575135323831 38.59709715531756, -90.31575388970029 38.59751285208446, -90.31569711186467 38.59804857485214, -90.31558390174372 38.59869658824678, -90.31547528283659 38.59912456318406, -90.31537043351483 38.59951447827256, -90.3153898147134 38.59995861572131, -90.31487816950821 38.60009123873235, -90.31342044857681 38.60072010593019, -90.31271274785462 38.6011597261931, -90.31159398929255 38.60222189024447, -90.31090278902987 38.60305205772684, -90.31007707869698 38.60386233690864, -90.30762696122348 38.60358248436403, -90.30734474759582 38.60517866883727, -90.30698321500513 38.60673660077179, -90.30678582394675 38.607758321955, -90.30664303860469 38.60876778506202, -90.31019893931423 38.61052728328183, -90.31116142177777 38.61038704496406, -90.31133662322401 38.6093988354788, -90.31421218081849 38.60971552226884, -90.31543868740386 38.60709229020583, -90.31643003316692 38.60460828236909, -90.31743964607742 38.60195584328908, -90.31830908260815 38.59921175866455, -90.31894984414144 38.59876672729883, -90.3187946818595 38.59854622652639, -90.32048857103223 38.59409687257988, -90.32013712718697 38.59302732711161, -90.31956139267835 38.59222474389418))"
1034,2967,2.93,8215.0,8305.0,2834.0,"POLYGON ((-90.30406909569966 38.60319410399122, -90.29889275627731 38.60268605201651, -90.29804296083383 38.60384896520547, -90.2977898209005 38.60420716153023, -90.29731641253856 38.60455334472898, -90.29678663076174 38.60480309915689, -90.29620605619041 38.6076992291302, -90.29587252473749 38.60941083953102, -90.29647777282139 38.60946470881517, -90.29684720270903 38.60949176911009, -90.29674151972009 38.61000716010916, -90.29650132435221 38.61131269902657, -90.29633880433512 38.61260933067597, -90.29844113969239 38.61236860665873, -90.29936927716501 38.61234120595675, -90.30007894859391 38.61247497236439, -90.30065908517504 38.61288537577537, -90.30167950558787 38.613486129247, -90.3023953801343 38.61352113392764, -90.30394526199821 38.61239087716921, -90.30498288259689 38.61160624554184, -90.30577827538394 38.61090774508125, -90.30729406328831 38.60913595688864, -90.30659858561985 38.60873114019985, -90.30762282539573 38.60357109759072, -90.30406909569966 38.60319410399122))"
1035,1049,3.15,6605.0,7162.0,2274.0,"POLYGON ((-90.3142658164118 38.60973407803495, -90.31131865786423 38.60940324387079, -90.31112671858381 38.61038254831549, -90.31017837831409 38.61053286311287, -90.30728334262278 38.60910443563554, -90.30671610643572 38.60983594278019, -90.3057883257446 38.61091729050865, -90.30441528156216 38.61202719713877, -90.30351019466686 38.61273984324412, -90.3027978132308 38.6132452041424, -90.3016590947248 38.61404331312185, -90.30274041869821 38.61327918774306, -90.30042094184589 38.61486485668909, -90.29897236846865 38.61573739512355, -90.29806278626928 38.61634515189615, -90.29691691957198 38.61701032727572, -90.29546735978197 38.61801332797913, -90.29423973903067 38.61872837878458, -90.29250260541706 38.6197849527391, -90.29104412108849 38.62046024175065, -90.28992643782777 38.62086470850739, -90.28832581753842 38.62122684024705, -90.28800619183913 38.62243469103962, -90.29008508683393 38.62218165757018, -90.29195850407432 38.62190344154656, -90.29422179876548 38.62123436739633, -90.29529959306949 38.62091764077257, -90.30197750925487 38.61877174538641, -90.3089604048381 38.61657256859761, -90.31017214940861 38.61617380368855, -90.31193760560538 38.61532384111963, -90.3142658164118 38.60973407803495))"
1036,2145,3.01,9942.0,10739.0,3568.0,"POLYGON ((-90.30237649827542 38.61352468215296, -90.30167919351553 38.61349835333139, -90.30007665734003 38.61248541520609, -90.2994719539697 38.61235068423435, -90.29844007807573 38.61237159019768, -90.29633276599564 38.61262168660426, -90.29592884160502 38.61267231514391, -90.29526845617433 38.61295550251884, -90.289220363903 38.61235294116564, -90.28460674890142 38.6118990978192, -90.28385590817142 38.61183028063194, -90.28342056011397 38.61431361718368, -90.28283219061503 38.61712685964592, -90.28085835347856 38.6169429638508, -90.2810158857025 38.61874258251596, -90.28045299513798 38.62161044400715, -90.28030770099312 38.62252324975096, -90.28017343056642 38.62318157462433, -90.2838801684514 38.62290500312494, -90.28798511022781 38.62242854349804, -90.28829769898037 38.62120527688979, -90.29055698417686 38.6206684637886, -90.29260094680201 38.61977339856327, -90.30017440454969 38.61507090600269, -90.30237649827542 38.61352468215296))"
1037,3743,2.7,8368.0,8923.0,3305.0,"POLYGON ((-90.29190404293266 38.60196615756399, -90.29182651558266 38.60239851979021, -90.29136135817615 38.60396254060667, -90.2909921937558 38.60455302693902, -90.29028359018741 38.60529650941437, -90.28949523764429 38.60614257728288, -90.28897231479554 38.60698320608192, -90.28562196530333 38.60664926645863, -90.28459589930279 38.61188215625546, -90.29525966066606 38.61294752164048, -90.29592984500304 38.61265448128358, -90.29632457645215 38.61260321356025, -90.29683318881952 38.60950377516586, -90.2958559619147 38.60943427318409, -90.29675740729323 38.60478311564449, -90.29703212392138 38.60471992393018, -90.29735188881261 38.60457950461809, -90.29780412574274 38.60422257110794, -90.29888466975238 38.60268712222081, -90.29190404293266 38.60196615756399))"
1041,4439,2.72,7572.0,8113.0,2983.0,"POLYGON ((-90.31193722892348 38.61534558816516, -90.31151094509077 38.61554071962829, -90.31025389354507 38.61613302774056, -90.30889073257482 38.61660162602914, -90.3066725488531 38.61730834212936, -90.29710146375047 38.62034225446291, -90.29527256548377 38.62092263119077, -90.29577992328785 38.62179047349081, -90.29661630619991 38.62256816245131, -90.29759598830718 38.62397464680272, -90.29898137750791 38.62463241915961, -90.29972868883917 38.62484720172772, -90.30106509586211 38.62507310229178, -90.30126827689661 38.62577766182253, -90.30133554262908 38.62619155527351, -90.30204799211786 38.6262803579906, -90.30557674567658 38.62665754538713, -90.30717139440009 38.62674448880874, -90.30914032828559 38.6269334887894, -90.30919546369917 38.62555778701424, -90.30952229791201 38.62416316623828, -90.30971522649496 38.62314434719291, -90.3100180279388 38.62224834343033, -90.31068396790599 38.6182129340319, -90.31103149879046 38.61764922816948, -90.31193722892348 38.61534558816516))"
1042,5716,2.67,8300.0,8716.0,3264.0,"POLYGON ((-90.30911764302793 38.62693995391029, -90.30716543824256 38.62674910466296, -90.30616939543869 38.62669431140959, -90.30559248628788 38.62666011913448, -90.30419791389983 38.62652234691389, -90.30132827147344 38.62619994247864, -90.301068649868 38.62508499948413, -90.29977211536253 38.6248709667783, -90.29896276645022 38.62462719214684, -90.29759630625442 38.62399247606673, -90.29659611624373 38.62256516932803, -90.29579003512073 38.62179763938752, -90.2952639196963 38.62093578100589, -90.29421250236901 38.62123954039386, -90.29393709506967 38.62270370027831, -90.29310441096665 38.62721549470657, -90.29241597206799 38.63147942272396, -90.29769827049716 38.63201291118121, -90.30044511256951 38.63224857311494, -90.304508617818 38.63264261717619, -90.3055732616377 38.63325479866184, -90.30565753404939 38.6334867882207, -90.30630425105205 38.63357893598858, -90.30680973344674 38.63293554885838, -90.30790453243485 38.63205556180156, -90.30869964988777 38.63010537957708, -90.30883455061196 38.62954546765493, -90.30880602794502 38.62884979474101, -90.30911764302793 38.62693995391029))"
1043,2829,2.83,7861.0,7951.0,2810.0,"POLYGON ((-90.29419353382259 38.62123890037532, -90.29200455319156 38.62190618977133, -90.28387560169033 38.62291510041017, -90.28418871495114 38.62436430945262, -90.284165428988 38.62452867359222, -90.28394509270613 38.62600969125276, -90.28368859265368 38.62757508387359, -90.28546500297891 38.62777273007375, -90.28523731496784 38.62927387330976, -90.28509338522272 38.63010469907233, -90.28499276649528 38.63073232349966, -90.28705478994864 38.6309482877515, -90.29240915055443 38.6314838398603, -90.29307908171494 38.62728469429056, -90.29419353382259 38.62123890037532))"
1044,668,2.36,6667.0,7557.0,3202.0,"POLYGON ((-90.28417359463289 38.62438232918901, -90.28386662919222 38.62290924285143, -90.28015125948937 38.62318562338048, -90.27574093248879 38.62368879542321, -90.27324867719892 38.62398955832514, -90.27205116514091 38.6240950495281, -90.27102977762858 38.62413100307423, -90.27017253660665 38.62409694536098, -90.26935913755764 38.62405230215962, -90.26826575479075 38.62390572047292, -90.26747359713143 38.62373759044917, -90.26669768263253 38.62355740386504, -90.26617807729245 38.62343660495259, -90.2658640686377 38.62329946913213, -90.26554743974435 38.62326269714809, -90.26498490333528 38.62587088280848, -90.2647878815398 38.62726145404121, -90.2645265155596 38.6287609561836, -90.26589351878955 38.62890192297812, -90.26958486136733 38.62926414638198, -90.27138836522627 38.62944434277643, -90.27450738945969 38.62972401806486, -90.2782334526741 38.63008540558324, -90.28064673264861 38.63031227060706, -90.28498274573403 38.63072600058572, -90.28522427885623 38.62925664252674, -90.28545516345446 38.62776802733175, -90.28368585253438 38.6275821090443, -90.28417359463289 38.62438232918901))"
1051,4538,2.49,7265.0,11576.0,4649.0,"POLYGON ((-90.30631059724091 38.63358616589395, -90.30565106939878 38.63348356230759, -90.30558063496125 38.6332745693036, -90.30450953943807 38.63264873079012, -90.30406721345076 38.63428747437613, -90.30392062364372 38.63479774396984, -90.30365522469351 38.63622519677469, -90.30334122794518 38.63843151014169, -90.30282538076409 38.64096485850099, -90.30232937956275 38.64249564741488, -90.30160045515437 38.64445386793722, -90.30134416921027 38.64540730448005, -90.30093810606758 38.64755356710694, -90.30070268627256 38.6493159631038, -90.30059664294765 38.64996014427473, -90.29752391906565 38.64964697711878, -90.29448509480598 38.64935118786208, -90.29382344543494 38.65341703352032, -90.29413957758187 38.65401297322593, -90.29461481788928 38.65494614692454, -90.29416219272883 38.65491154495776, -90.29495240617133 38.65645252584787, -90.29617341441406 38.6588511584375, -90.29669743523588 38.65997906078242, -90.29690610552574 38.6609546128127, -90.29703052564184 38.66152517639068, -90.29745793073364 38.66099775687235, -90.29705623402512 38.66097146713176, -90.29837455515541 38.65936632287259, -90.30012940576701 38.65734499531731, -90.30179791534188 38.65554940245164, -90.30188670747964 38.65505472661219, -90.30212716232361 38.6547710906151, -90.30282399361437 38.65024066878842, -90.30260898847565 38.6498776663675, -90.3027713067394 38.64597582536889, -90.30364888560663 38.64502727928588, -90.30441039030801 38.64353898307085, -90.30486723450738 38.64145284126574, -90.30514458001072 38.63982018821434, -90.30550361737295 38.63859598984022, -90.30557665425574 38.63778262871988, -90.30560689997064 38.63640855909368, -90.30586818390177 38.63560390167958, -90.30602869542726 38.63446294457317, -90.30631059724091 38.63358616589395))"
1052,6731,3.21,5882.0,8192.0,2552.0,"POLYGON ((-90.29448438329942 38.64936758478635, -90.30057094696141 38.64994391427088, -90.30092248520322 38.64762653698737, -90.29142424135671 38.64665458842146, -90.28563582784346 38.64611543122984, -90.2852429773893 38.64867283750882, -90.28295722433421 38.6484402775498, -90.28251299559035 38.65105344107867, -90.28212240249904 38.6534613062925, -90.28207884115065 38.65372538444747, -90.28676173896068 38.65420204345593, -90.29055464829604 38.65456954913666, -90.29415595087174 38.65491064611013, -90.29462790418478 38.65492934157098, -90.29379321236975 38.65339396174895, -90.29448438329942 38.64936758478635))"
1053,6730,3.03,5509.0,5919.0,1953.0,"POLYGON ((-90.29416317669552 38.6617542110713, -90.29662716128207 38.66205863886531, -90.29703122397409 38.66150812346969, -90.29668131167162 38.66000844275847, -90.29580456886498 38.65814054196392, -90.29416154988238 38.65492709010006, -90.2821250522359 38.65372127150255, -90.28198871801587 38.65488922692614, -90.27893601623791 38.65459960922652, -90.27855746975629 38.65693014988778, -90.27834264785906 38.6581171455882, -90.28602778694096 38.65886299120285, -90.28573712133526 38.66088201544023, -90.29416317669552 38.6617542110713))"
1054,5358,3.71,5622.0,7116.0,1918.0,"POLYGON ((-90.29662365059227 38.6620658666558, -90.29424090649442 38.66176491965658, -90.28573391515468 38.66087906037249, -90.28523503387363 38.66397590983095, -90.28318138885808 38.66687215807816, -90.28608529395707 38.66847370827566, -90.28987447926096 38.67047451641648, -90.29318547004226 38.66643588746362, -90.29385502083437 38.66572037402162, -90.29461136702461 38.66473664056929, -90.29512920030788 38.66345457204758, -90.29615978063129 38.66286124274288, -90.29662365059227 38.6620658666558))"
1055,7850,3.75,6904.0,7300.0,1947.0,"POLYGON ((-90.28316564707933 38.66685934228877, -90.28521794438974 38.66400410854844, -90.28601690185637 38.65887996624766, -90.27834400744024 38.65812918453193, -90.27891223094055 38.65480275443853, -90.2731126804854 38.65421958164521, -90.27256042035894 38.6575694444134, -90.26982204475981 38.65731924548141, -90.26629045983775 38.65695651552915, -90.26570653022972 38.66024418951793, -90.27203666463974 38.66090631913913, -90.28316564707933 38.66685934228877))"
1061,9939,3.97,5459.0,5987.0,1508.0,"POLYGON ((-90.28986399612961 38.67049518254746, -90.27617370982178 38.66311152310385, -90.27242088146568 38.6682812578657, -90.28590967547235 38.67554635220861, -90.28680901577943 38.67461864436353, -90.28801308615893 38.67309126758229, -90.28872407930763 38.6721672084829, -90.2888541168374 38.67196465687583, -90.28911206762335 38.67136135589408, -90.28986399612961 38.67049518254746))"
1062,7210,3.8,6572.0,7150.0,1882.0,"POLYGON ((-90.28590734431579 38.67556197227754, -90.27939964550697 38.67205922681317, -90.27270114435829 38.68199601695179, -90.27124956171451 38.68600769079847, -90.27235542296846 38.68672086225651, -90.27520044857104 38.68915933562094, -90.28024019443907 38.68281437131027, -90.28172560477057 38.68105374987293, -90.2831837121619 38.67911251932381, -90.28330874300136 38.67885416977653, -90.28378106025576 38.67816868159499, -90.28443414998264 38.67755477036607, -90.28590734431579 38.67556197227754))"
1063,8325,3.59,6643.0,7592.0,2115.0,"POLYGON ((-90.27123744716073 38.68600316789846, -90.27266373552992 38.68202180184051, -90.27935960180758 38.67204654864187, -90.27564499143857 38.6700161551454, -90.27304792897631 38.67368533849554, -90.27037378976431 38.67249375941948, -90.26569373410518 38.67901451450308, -90.26377927929616 38.6816666338627, -90.26636833101044 38.6828518151907, -90.27123744716073 38.68600316789846))"
1064,6436,3.15,6743.0,7535.0,2392.0,"POLYGON ((-90.26377504410472 38.6816509825322, -90.26730237524521 38.67674174775597, -90.27035962660027 38.6724868426642, -90.26782415055538 38.67138727361059, -90.26604276313512 38.67380872372379, -90.2630183371767 38.67248730270884, -90.26293988198705 38.67258021191521, -90.25652861562797 38.6697588618547, -90.25456760524089 38.67240811908758, -90.25286652546058 38.67483837744458, -90.25181738056578 38.67633154252054, -90.25825639709451 38.67924878850052, -90.26377504410472 38.6816509825322))"
1065,7337,3.42,6577.0,7094.0,2074.0,"POLYGON ((-90.26293666349119 38.67257671697799, -90.26299847117961 38.67248909624863, -90.2660338928674 38.6737801980109, -90.26785053069486 38.67138393288164, -90.27303773475211 38.67366948971964, -90.27562244061511 38.67001165293877, -90.27241984734307 38.66827025672497, -90.26775160724313 38.66577724779309, -90.26491538020615 38.66423011503046, -90.26161380874483 38.66303628163986, -90.25846208385077 38.66722351255886, -90.25746534431997 38.66859214723612, -90.2565260648738 38.66975067923522, -90.26293666349119 38.67257671697799))"
1066,7162,3.47,4610.0,5891.0,1698.0,"POLYGON ((-90.2616142155719 38.66302365565941, -90.26494336559865 38.66422861745697, -90.27241559710723 38.66823853681471, -90.27614817918457 38.66310712344875, -90.2720393375409 38.66090840347417, -90.26211173735754 38.65990184234549, -90.25840034509781 38.659520873525, -90.25505967468263 38.658068992975, -90.25351769996999 38.66020124538557, -90.25530825098883 38.66092135158129, -90.25861014769842 38.66205854866942, -90.26149502244745 38.66304117100233, -90.26157233760175 38.66308079022982, -90.2616142155719 38.66302365565941))"
1067,7589,3.24,6394.0,7870.0,2429.0,"POLYGON ((-90.25181002940685 38.67632627127565, -90.25497028054151 38.67182909281858, -90.2564995529856 38.66975229736993, -90.25939194641086 38.66593750284143, -90.26156260406681 38.66308686341858, -90.2586019628135 38.6620690787315, -90.25526486616727 38.66091167727086, -90.25351666252902 38.66020527883578, -90.25180147762292 38.66260903197898, -90.24822510454955 38.66757068272378, -90.24425881125526 38.67307246463971, -90.25181002940685 38.67632627127565))"
1071,1385,3.17,9488.0,11460.0,3615.0,"POLYGON ((-90.27519629066364 38.68916560055892, -90.27239331855829 38.68675593828745, -90.27067207112458 38.68564922604536, -90.26635461536442 38.68285750866022, -90.2518115299833 38.67634172592883, -90.24807861869202 38.68179260941249, -90.24763025707938 38.68335846086783, -90.24715369290764 38.68514023699765, -90.24671149872759 38.68563432975223, -90.2456860331375 38.68623390944244, -90.25104037806992 38.68845154801662, -90.25524558930334 38.69027507664981, -90.25738054843251 38.69123090912058, -90.25854479094767 38.69192896588608, -90.25934959956987 38.69272008849234, -90.25983967269134 38.69343604372242, -90.26022008993837 38.69424725872852, -90.26043725363758 38.69539356265422, -90.26048690120859 38.69634259180082, -90.26066943446037 38.69743782611216, -90.26108519906754 38.69829669541799, -90.26177232469071 38.69913878293793, -90.26248236008472 38.69971619592778, -90.26365231148621 38.70040220307965, -90.26501446506515 38.70094340267369, -90.26549457876098 38.70112775951119, -90.26588707319108 38.70065576440724, -90.26624382826226 38.70074359347046, -90.26658952251398 38.70015796449685, -90.26720575248788 38.69956135150397, -90.26802157143732 38.69837053790589, -90.27138350264492 38.69421191047753, -90.27145314018995 38.69399451895681, -90.27212552731227 38.69317501004412, -90.27519629066364 38.68916560055892))"
