tract,population,people per household,median income per household,mean income per household,income per capita,geometry
1011,3270.0,2.7,20365.0,21140.0,7963.0,"POLYGON ((-90.27154260702773 38.55310084267973, -90.26428451124077 38.5537267343766, -90.26578981316631 38.55458637382806, -90.26150613473138 38.5578944675235, -90.26713107726303 38.56083640396366, -90.27286209768702 38.55577829340368, -90.27393713536053 38.5560935948513, -90.27741950022623 38.55618803383101, -90.27896103724277 38.55661400345087, -90.28306825089233 38.55967491455972, -90.28693070511625 38.55556039504258, -90.28626605074197 38.55523297163823, -90.2851478525224 38.55482249852418, -90.284339065957 38.55441396191766, -90.28357076650255 38.5539610972973, -90.28254684905647 38.5532964200569, -90.2816471618217 38.55260466366857, -90.28062223504976 38.55205139074, -90.28016251903701 38.55179980048105, -90.2796319772561 38.55126467985401, -90.2789135238294 38.55086164302726, -90.2776109248548 38.55025637563937, -90.27559650369631 38.54973942577929, -90.27509825075299 38.54944673854021, -90.27381931268005 38.54918659413262, -90.27348701065549 38.54887079246653, -90.27303536733325 38.54874740935335, -90.27226894644538 38.54883003593829, -90.27154260702773 38.55310084267973))"
1012,3756.0,2.55,19063.0,20456.0,8001.0,"POLYGON ((-90.28308196184248 38.55967338340729, -90.27893108876285 38.55660058060077, -90.27733470647465 38.55618065140661, -90.27392397459722 38.55609122695132, -90.27286122061824 38.55580088372305, -90.26713610893552 38.56083816654112, -90.27299055269786 38.56389234944562, -90.269737233802 38.56774139279709, -90.27374513270574 38.56982867864493, -90.28308196184248 38.55967338340729))"
1013,4966.0,2.34,18683.0,19673.0,8286.0,"POLYGON ((-90.26974240190469 38.56773261123722, -90.27296989647958 38.56390198200216, -90.25930391826094 38.55676443868909, -90.25873176913008 38.55747907259057, -90.25804821556267 38.5582540890261, -90.25729735184575 38.55894925179692, -90.25655376930283 38.55949226565858, -90.25585613775733 38.55988817604494, -90.25521461050093 38.56019374496801, -90.25960084250156 38.56247282812967, -90.25440973796083 38.56854842643553, -90.26911360190917 38.57631380188137, -90.26955330036958 38.57515586415415, -90.27096050367645 38.57294549684899, -90.27146833871149 38.57233163856417, -90.27374684904726 38.5698372028099, -90.26974240190469 38.56773261123722))"
1014,3447.0,2.44,14510.0,16487.0,6839.0,"POLYGON ((-90.25438958028666 38.56849012225171, -90.25956679301454 38.56248022290877, -90.25521778795265 38.56019102340022, -90.25655106183328 38.55948285073874, -90.2572710551571 38.55894680851274, -90.25802676731527 38.55824861431939, -90.25865522938007 38.55752747972072, -90.25928314238062 38.55676901209531, -90.25599822087808 38.55503052607403, -90.2519174480007 38.55844123729639, -90.24878640682499 38.56208979095976, -90.24699599779323 38.56260713563947, -90.24603251921839 38.56409026400442, -90.25438958028666 38.56849012225171))"
1015,4116.0,2.28,14063.0,15130.0,6632.0,"POLYGON ((-90.25708634813786 38.54815416248399, -90.26097947425498 38.55065141963652, -90.25613521047588 38.55511008360978, -90.26149385362679 38.55789588755655, -90.26577092481806 38.55460045357129, -90.26424482035544 38.55371655598768, -90.27153671344644 38.55308750722416, -90.27226928680922 38.54883292600202, -90.27304787962487 38.54875483647361, -90.27228961748442 38.54750540938571, -90.27211647677832 38.54655553921289, -90.27183662647975 38.54591380346621, -90.27172735341104 38.54569147581614, -90.27150753930904 38.54448819282614, -90.27101964792676 38.5432447760995, -90.27079817914824 38.54295155719451, -90.27049590146578 38.54144519794878, -90.27111527405306 38.54065537506171, -90.27149431244338 38.53962892945326, -90.27071481122319 38.53865800791226, -90.26942069645531 38.53775539283772, -90.26915648038657 38.53753806479271, -90.25708634813786 38.54815416248399))"
1018,4260.0,2.49,10441.0,13736.0,5529.0,"POLYGON ((-90.24186281449082 38.55943700949999, -90.24315540164322 38.56027215138845, -90.24411125372885 38.56076910372245, -90.24667661301704 38.56212898913871, -90.24699024751752 38.56260083683326, -90.2487771412182 38.56209937024895, -90.25190929817924 38.55844339626412, -90.25599565889829 38.55502691722435, -90.25613894312212 38.55510170518964, -90.25836300192469 38.5530548045619, -90.26096923544907 38.55065238650355, -90.25709753195201 38.54815352541141, -90.26915891560826 38.53753570022815, -90.2687133076309 38.53714644698356, -90.26692520720223 38.5341584964718, -90.26231810872926 38.53385505174982, -90.26074255292519 38.53321377767426, -90.26033794005578 38.53367543894879, -90.25985286619431 38.53412088026217, -90.2595851707428 38.53451524730158, -90.2593378450206 38.53476283463987, -90.25921771975156 38.53511285802819, -90.25902242356466 38.53536876915008, -90.25871222023638 38.53551336340995, -90.25853564351695 38.53555330281635, -90.25848967891697 38.53568103123749, -90.25857026641526 38.5357971033456, -90.25564778174078 38.53965603182328, -90.25396506928008 38.54228993987557, -90.25241338224838 38.54480670020762, -90.25232788061061 38.54658045777487, -90.25126679279174 38.54802586125897, -90.25018974631851 38.54900633227399, -90.2501205712112 38.54991647659458, -90.24715159909887 38.55312554256069, -90.24552078217924 38.55520385232536, -90.24473187752231 38.55646689708069, -90.24321592870085 38.55798156968217, -90.24186281449082 38.55943700949999))"
1021,3035.0,1.78,12232.0,15404.0,8754.0,"POLYGON ((-90.29695291102263 38.56242016011525, -90.29417175546111 38.56426588420547, -90.28627595223023 38.56906798012706, -90.28508779296956 38.57011918791439, -90.29171554161447 38.57376730948079, -90.3104500967724 38.5756786152337, -90.3072325361214 38.57257793649934, -90.30519438695737 38.57062354657848, -90.30387964362482 38.56920316742469, -90.29695291102263 38.56242016011525))"
1022,7127.0,2.34,18675.0,22138.0,9328.0,"POLYGON ((-90.29171679157318 38.57378702837025, -90.28509209448461 38.57014437799936, -90.2837902891301 38.57131378596782, -90.28456288208352 38.5738561848756, -90.28315225301721 38.57677278220685, -90.28217275934672 38.57843608778142, -90.28159785460285 38.57901104776219, -90.28087248575065 38.5794014553692, -90.27983788719963 38.57986030293603, -90.27936520829903 38.58028262178728, -90.27885840476236 38.58095803567129, -90.28520178300273 38.58160720542238, -90.29193023954903 38.58229916168641, -90.2958125230776 38.5816216124057, -90.31079374764025 38.58314106145139, -90.31132154542766 38.5846397089934, -90.31217227816036 38.58598601579197, -90.31307385528663 38.58693867508739, -90.31621213126853 38.58474377173432, -90.31490555063445 38.58204901961738, -90.31470629966419 38.58155233432551, -90.31442080088638 38.58116117230477, -90.31397737262486 38.57966250392818, -90.31356152671174 38.57877530429899, -90.31043515850938 38.57566710460576, -90.30063210121943 38.57467284686123, -90.29171679157318 38.57378702837025))"
1023,2274.0,2.31,17289.0,18790.0,8324.0,"POLYGON ((-90.28693547569112 38.55557347174546, -90.28306393595295 38.55970610710402, -90.27721737982945 38.56604890600047, -90.28038499572777 38.56731465875478, -90.28520204481478 38.57000759531683, -90.28628461801794 38.56904984683494, -90.29073404075845 38.5663466071471, -90.29415653097405 38.56426234386331, -90.29585850920144 38.56310618480287, -90.29696118268197 38.56240893011596, -90.29327556017746 38.55963613160497, -90.29242197286547 38.55897548473521, -90.28693547569112 38.55557347174546))"
1024,2648.0,2.24,15044.0,16663.0,7337.0,"POLYGON ((-90.28378414273433 38.57133158278128, -90.28250714489792 38.57251593964769, -90.27579785200233 38.57669775183298, -90.27445578665574 38.57731592155397, -90.27340947960859 38.57754068540709, -90.27204010849289 38.57785397574699, -90.26910821476591 38.57632287140812, -90.2683114154747 38.5786442749945, -90.26965988071639 38.57933810763335, -90.2698097352658 38.57916596549843, -90.27049036857316 38.57960744818705, -90.27076421035171 38.57969660421942, -90.27574149870776 38.57974410741915, -90.27708782841714 38.58072964909352, -90.27884917050255 38.5809461466911, -90.27936357843488 38.58027343148181, -90.27983657934335 38.579844482648, -90.28100225869554 38.57931940436795, -90.28156272495302 38.57897472879367, -90.2821529848528 38.57843422740586, -90.28286350276254 38.57725889432616, -90.28400292443918 38.57509116007468, -90.28448061326498 38.57414396116661, -90.28455114244271 38.57389099707183, -90.28378414273433 38.57133158278128))"
