tract,population,people per household,median income per household,mean income per household,income per capita,geometry
11,22105,,,,,"POLYGON ((-90.22738438764684 38.57515261098801, -90.24203670021208 38.57697882580548, -90.2421956655304 38.5766891631839, -90.24590263068531 38.57860786827774, -90.24422435879838 38.58075478123209, -90.24497983791848 38.58527047212934, -90.24386279424384 38.59249082620846, -90.24459920134173 38.59217379565061, -90.25130780453844 38.59143416998243, -90.25730122600902 38.5888357568578, -90.25831467214223 38.58827848668275, -90.26196743316113 38.58527798477195, -90.26690203683756 38.58151829475993, -90.26983667162627 38.57921443661588, -90.27053042248848 38.57960957017097, -90.27076074937133 38.57971045183252, -90.27576981618097 38.57973958912698, -90.27596863374062 38.57985961060583, -90.27706657695497 38.5807418156995, -90.27739870936394 38.58079594082852, -90.28179027625728 38.58125647347941, -90.29194974845822 38.58230462005605, -90.29579966034804 38.58162134203156, -90.30927210913529 38.58308476852605, -90.315663163465 38.58369077386214, -90.31482744168079 38.58181733440392, -90.31473131856654 38.58158484016105, -90.31441170002505 38.58114914343074, -90.31412467833606 38.58019039584938, -90.31402856099464 38.57975835410791, -90.31361900561869 38.5788422642027, -90.30659576756578 38.57193179329118, -90.29727041014657 38.56269910256218, -90.29244802527872 38.55899853290827, -90.28691760796698 38.5555468214371, -90.28623378480901 38.55522723480507, -90.28516439125234 38.55482639310877, -90.28421500410171 38.55435365831405, -90.28272721184557 38.55341679131972, -90.28143930483438 38.55247674234086, -90.28060032658958 38.55204383150616, -90.28012293712304 38.55176946543295, -90.27957679192914 38.55122385080701, -90.2791031484372 38.5509532325852, -90.27763647749663 38.55026219515219, -90.27561233971505 38.5497546642822, -90.27510818915404 38.54945888678314, -90.27380928616563 38.54914181703651, -90.27342591198115 38.54886573849094, -90.27299964241608 38.54874320373222, -90.27231657496657 38.54754092549652, -90.27213019250948 38.54659987411921, -90.27195662584145 38.5462061101725, -90.27169994128982 38.54564655514353, -90.2715325106427 38.54453476227084, -90.27132843999968 38.5440303208544, -90.27102272868089 38.54324313212127, -90.27079719076765 38.54294585337319, -90.27049746343671 38.5414268003862, -90.27112323492554 38.54063880051412, -90.27153017417152 38.53956365726068, -90.2713647853934 38.53947581300714, -90.27073295182814 38.53864767664778, -90.26935337334946 38.53770135175942, -90.26872162263936 38.53715242199367, -90.26687745314553 38.53414388577133, -90.26231441894372 38.53385538243781, -90.26085528888485 38.53324532613831, -90.25913674932076 38.53525107859093, -90.25860551486115 38.53558778609101, -90.25731611000951 38.53786815345248, -90.25682166183725 38.53815832374443, -90.25636274318417 38.5389541314885, -90.25555874309394 38.53953708153179, -90.25523504487028 38.54025609935572, -90.25216695198306 38.54488240838118, -90.25219482512624 38.54592005005571, -90.25179015265337 38.54705158818512, -90.25145939227605 38.54772826641337, -90.25072577546342 38.54825892327849, -90.25016724860798 38.5492823772572, -90.2501453083604 38.54989700745364, -90.24660293640189 38.55371051009622, -90.24543133560024 38.55519318122122, -90.24521843183288 38.55599734718204, -90.24024417997825 38.56101841934088, -90.23995322961329 38.56193485201668, -90.23723639921434 38.56516812831275, -90.23463829725117 38.5686592042744, -90.23291905325652 38.57114754609092, -90.23029361329937 38.57329214392414, -90.22994881636842 38.57382352940341, -90.22856369391202 38.57415413272624, -90.22738438764684 38.57515261098801))"
12,25220,,,,,"POLYGON ((-90.20785225747187 38.61320492298153, -90.21420639772053 38.6140120697745, -90.22098696253937 38.6148426447775, -90.22193880008703 38.61021330648417, -90.22422676666783 38.61051788880098, -90.22403269202798 38.61141873189559, -90.22745087206671 38.61186236012264, -90.22670769039111 38.61544979784559, -90.23930937721154 38.61707454952366, -90.23984391669426 38.61431410272806, -90.24007180512577 38.61342962467225, -90.2404523875249 38.61174905629694, -90.24054540214165 38.61127113247698, -90.24117694854053 38.60809021182769, -90.24187244147926 38.60497697103123, -90.24225656173265 38.60270202376024, -90.24213938868013 38.60268052722183, -90.23503717666711 38.60181555303608, -90.2348416473565 38.60178134625195, -90.23204395339364 38.60108309346119, -90.23129900664975 38.60472806060296, -90.22652945334249 38.60338680212543, -90.22305114354955 38.60487118237718, -90.22340917925034 38.60308531301008, -90.21355645021383 38.60028873610928, -90.21221715589486 38.60211301911332, -90.21173769342079 38.60315022245654, -90.21072519768917 38.60286491414321, -90.20778121833649 38.60933103870829, -90.21056402915769 38.61017809139785, -90.2092568776107 38.61166240892052, -90.20785225747187 38.61320492298153))"
13,19811,,,,,"POLYGON ((-90.20764840544035 38.61994497335269, -90.21528344084487 38.62154486264997, -90.21435437207053 38.62432796783358, -90.21561452688873 38.62424895831237, -90.21709116365577 38.62424124268551, -90.21812909281813 38.62431469648853, -90.21828661191311 38.62334287811466, -90.21860520459688 38.62224926301928, -90.22954511386818 38.62452628172693, -90.23004054192441 38.62404121897245, -90.23015072398171 38.6237836309119, -90.23070119988084 38.6221055920173, -90.22722355069274 38.62137410314691, -90.22792813765879 38.61931407054497, -90.2286232504978 38.61941006601022, -90.229377406257 38.61579029286896, -90.2267189574677 38.61544515363679, -90.22744799712544 38.61187053132007, -90.22403331595311 38.61141038032014, -90.22422177176394 38.61051762521273, -90.22193844841109 38.61021742574655, -90.22098235573623 38.61483943091095, -90.21066301749215 38.61356516016967, -90.21011085675471 38.61624186265845, -90.21006929656282 38.61646087412554, -90.20907983058601 38.61617046155117, -90.20894622961357 38.61656150826304, -90.20878099128699 38.61678158543659, -90.20868472290969 38.61694980360702, -90.20764840544035 38.61994497335269))"
14,15098,,,,,"POLYGON ((-90.2005455707193 38.62954981626832, -90.21464169030867 38.63248469276798, -90.21673725852838 38.63291408026476, -90.21733570047606 38.63110918020859, -90.22027707264436 38.63163436598317, -90.22128006721924 38.62864043680606, -90.21773111016833 38.62748740400701, -90.21808905094048 38.62677262831797, -90.21812388856713 38.62429617882421, -90.21705717665088 38.62423471399706, -90.21582385916146 38.62423381110056, -90.21435776680303 38.62429989323465, -90.21215418312394 38.62447573161217, -90.21069328274723 38.62459747818377, -90.21008088482496 38.62457470148222, -90.20889138488933 38.62436859340178, -90.20729369046889 38.62398413847814, -90.20579797314561 38.62360413944535, -90.20470033986194 38.62649311724389, -90.20192358801216 38.62591897182301, -90.20111061420764 38.62809922335301, -90.2005455707193 38.62954981626832))"
15,17544,,,,,"POLYGON ((-90.1933611682108 38.63594786012527, -90.19555918479833 38.63641922195734, -90.19486330909551 38.6386660357682, -90.19597851595894 38.63888873450029, -90.19638597305131 38.63767000657853, -90.19989040077823 38.63840577880697, -90.20024477185262 38.63738497095029, -90.20907495733519 38.63925409568047, -90.21067838799183 38.63468048494673, -90.21042751856181 38.63462215499626, -90.21137022961683 38.6317997116913, -90.20463242675966 38.63040554792445, -90.20390371104601 38.63258086388446, -90.20375917732726 38.63262335309055, -90.2033713585017 38.6337230479475, -90.20459813209925 38.63395759160635, -90.20389997279189 38.63596768995268, -90.20092313329094 38.6353574540153, -90.20163668519223 38.63334896398647, -90.1994522563689 38.63288379539996, -90.19720600672738 38.63242673321223, -90.19669892998581 38.63390054520457, -90.19597499705327 38.63375649178251, -90.1961514154485 38.6332249875612, -90.19443476469404 38.63285867849935, -90.1937759238309 38.6347147959788, -90.1933611682108 38.63594786012527))"
16,21408,,,,,"POLYGON ((-90.19061317720603 38.64534990448041, -90.19292611968243 38.64464206982769, -90.19333737661907 38.64538983063445, -90.19574973468124 38.64464743751059, -90.19610354368359 38.64541473537333, -90.19719984982021 38.6450836637822, -90.19698610161926 38.64456816026368, -90.19767070408277 38.64441321761488, -90.19799271718617 38.64346894157443, -90.20111287415052 38.64411767813742, -90.20161100267958 38.64272508802922, -90.21284847512599 38.64508920079938, -90.21278020364419 38.64406396820737, -90.21272383782077 38.6423601247994, -90.21281407418716 38.64084635352879, -90.21283777899539 38.64001517806421, -90.20907893133175 38.6392490864864, -90.20024988498949 38.63738420899939, -90.19987930503419 38.63840015722203, -90.19638515029118 38.63767152252683, -90.1959844774958 38.63888866436528, -90.19705790822466 38.63910161175681, -90.19620159591229 38.64160234016396, -90.19179745339663 38.64066002991614, -90.19045062745482 38.64457146510473, -90.19041865322535 38.64496036965789, -90.19061317720603 38.64534990448041))"
17,18953,,,,,"POLYGON ((-90.20404884965542 38.65530198043361, -90.2024624254766 38.65497700089512, -90.20272495002909 38.65542835927926, -90.20368350103165 38.65673365491277, -90.2041080805419 38.65757923744471, -90.20553820125616 38.66043886826675, -90.21251529832192 38.65828149159671, -90.21257437920151 38.65819955838141, -90.21362767763249 38.65843354351593, -90.21392083363043 38.65859778514996, -90.21455730746688 38.65769085572182, -90.21373482479889 38.65733415491933, -90.21298842495467 38.657170230271, -90.21287252362244 38.64945223062945, -90.21284587917695 38.64876252428257, -90.2129251245231 38.64851422680492, -90.21291238758843 38.64578201874221, -90.21284546011711 38.64508014419153, -90.20159060669175 38.64272224802195, -90.20109863194691 38.64411575480563, -90.20051190681768 38.64590690077553, -90.20245112443999 38.64631989610513, -90.20186929547202 38.64802830618201, -90.206207552926 38.64894454293486, -90.20404884965542 38.65530198043361))"
18,18799,,,,,"POLYGON ((-90.19457294993576 38.65324445490801, -90.19468729601046 38.65337104233957, -90.19968471900896 38.6544286612973, -90.20403801601071 38.6552978656907, -90.20621918838332 38.64894918263737, -90.20185973696157 38.64802768063159, -90.20246120703109 38.64630190133659, -90.20050823980387 38.64590209073656, -90.2011046912061 38.64409950772712, -90.19799774738708 38.64346028656687, -90.19767418863501 38.64440792592161, -90.19698149253355 38.644565722595, -90.19720025720525 38.64508056273834, -90.19136351425769 38.64688839709114, -90.19457294993576 38.65324445490801))"
19,20245,,,,,"POLYGON ((-90.20165182735371 38.66819582650463, -90.20187260429458 38.66831632931109, -90.2036200577508 38.66848898332919, -90.20872737045431 38.66688054462452, -90.20921029583172 38.66775796301871, -90.21110085763901 38.6690883965686, -90.21225323247965 38.66958856147934, -90.21286273490028 38.66872447785017, -90.21567264131525 38.66994952588119, -90.21959756691315 38.6715486996131, -90.21836668569526 38.67313980573102, -90.21819570687578 38.67330746912457, -90.21894791408764 38.67366608437542, -90.22005279131027 38.67487478467982, -90.22292994941877 38.67339085411382, -90.22368304628134 38.67370235708759, -90.22887898263141 38.66644182793444, -90.22664391269919 38.66545820630196, -90.22815120927635 38.66335595444723, -90.22904863406386 38.66374823801971, -90.23084596354589 38.66117153694179, -90.23072171127625 38.6611097391105, -90.23134558951988 38.66022265541837, -90.22432672953192 38.65715220400143, -90.2238571956497 38.65625155224841, -90.22111911704921 38.65505350340032, -90.21751617396851 38.65332735943318, -90.21292882435561 38.65333400766026, -90.21298544462205 38.6571608967145, -90.21371106044197 38.65734484512141, -90.21456167440475 38.65768970129871, -90.21392033979549 38.65858966197296, -90.21361248554064 38.65841996412617, -90.21257523444478 38.65819128120573, -90.21250768073671 38.65828706317507, -90.2055446749745 38.66044521448637, -90.20369483901747 38.6567403115601, -90.20333301485344 38.65625942933513, -90.20281338560721 38.65553495064196, -90.202455320208 38.65498437863637, -90.19969321853188 38.6544297990042, -90.19935814860868 38.65539860990824, -90.19936559703171 38.65643690483198, -90.20143480185742 38.66053976854998, -90.20023479684738 38.66097885705788, -90.20275360408645 38.6656072215374, -90.20048105473104 38.66637884987242, -90.20165182735371 38.66819582650463))"
20,18803,,,,,"POLYGON ((-90.21293408041454 38.65332402003747, -90.21750853860587 38.65332499491428, -90.21918961834291 38.65413131110474, -90.2233682309792 38.64825800643672, -90.22244675102147 38.6482533637227, -90.22240645167545 38.64296170581538, -90.22238118841813 38.6426017282293, -90.21758970020223 38.63952337037698, -90.2183764841852 38.63705223787542, -90.21554030784026 38.63643935626038, -90.21491679760575 38.63828771153834, -90.21281620272589 38.63785950045133, -90.21284084698887 38.64001780707822, -90.21273230072271 38.64221737018325, -90.21276830507399 38.64405132218138, -90.21291983329871 38.64589382276894, -90.21291683566201 38.64851238469542, -90.2128410132823 38.6487637062396, -90.21289718693107 38.65041696337175, -90.21293408041454 38.65332402003747))"
21,18173,,,,,"POLYGON ((-90.22244122938928 38.64825086085165, -90.22335800969056 38.64825762874952, -90.21914840421533 38.65412231675395, -90.22128689839757 38.65513878471333, -90.22290074431082 38.65584616814863, -90.22831111127742 38.64828550895042, -90.23010409898274 38.64906327066859, -90.23047348657332 38.64856924748768, -90.2332078021639 38.64976671735302, -90.23566140027462 38.64633615271711, -90.2377658953708 38.6433397680096, -90.23071278588476 38.64020145984677, -90.23092557925725 38.639895798383, -90.22979371099697 38.63941863236305, -90.2290365433884 38.63923804612796, -90.21836560081117 38.63704896930219, -90.21759900298349 38.63951819424712, -90.22238819456054 38.64261966341083, -90.22244122938928 38.64825086085165))"
22,16974,,,,,"POLYGON ((-90.20905376813656 38.63925910580578, -90.21282728336617 38.64000463956707, -90.21282630406475 38.63787612756231, -90.21491130829737 38.63828758574995, -90.21554633131248 38.63644357792735, -90.22973787568014 38.63939158005848, -90.23090654447822 38.63990726274522, -90.23217383960427 38.63815522983834, -90.2327745024531 38.63724061205361, -90.23378740447461 38.63442986213131, -90.22027238938969 38.63161849907105, -90.21734321329635 38.63111028385604, -90.21674393491726 38.63290804753873, -90.21136775423453 38.63180757944859, -90.21043047449768 38.63461553032379, -90.21067783132548 38.63468046678817, -90.20987960334671 38.63699967926781, -90.20905376813656 38.63925910580578))"
23,17985,,,,,"POLYGON ((-90.22027400482827 38.63161516120029, -90.23378051006951 38.6344414931587, -90.24185310218728 38.63610655520349, -90.24301079968927 38.63276839924936, -90.2432375745655 38.63207852965469, -90.24624470719911 38.62924885115775, -90.24764347860278 38.62823728679052, -90.24547599126257 38.62776599753963, -90.24661760423842 38.62673270982575, -90.24783100382085 38.6257311439571, -90.24886320845525 38.62499488768122, -90.25044662177892 38.62425389235273, -90.25165447824547 38.62383312109873, -90.25320341855965 38.6232821907148, -90.25443285275814 38.62285624366277, -90.25515557791152 38.62267179752705, -90.2558994014517 38.62252051640277, -90.25573315012934 38.62175323516898, -90.25565930442097 38.6214172914901, -90.2421217652126 38.6201816998859, -90.24197185131874 38.62014167491291, -90.24179715218628 38.61991073187303, -90.24159442034089 38.62001290832831, -90.24127481901614 38.6198322015449, -90.23881328837297 38.61961012170261, -90.2392989831969 38.61707276796631, -90.2293661283407 38.6157969491035, -90.22862487165723 38.61939959642678, -90.22793148571563 38.61931627761808, -90.22722598115006 38.62137723390936, -90.23069304826537 38.62210684123887, -90.23004126478797 38.62403632394824, -90.22955244498959 38.62452021383481, -90.21859987711659 38.62225296078505, -90.21834498201824 38.62308017826498, -90.21813687370188 38.62410932867411, -90.2180718670987 38.62595206420886, -90.21808331968036 38.62676915333396, -90.21771745807757 38.62748769277877, -90.22127404454517 38.62864534530313, -90.22027400482827 38.63161516120029))"
24,27317,,,,,"POLYGON ((-90.23882148883339 38.61960835074388, -90.24128158347062 38.61983676876293, -90.24159993367842 38.62001693690939, -90.24179791410485 38.61992402164598, -90.24197047428335 38.62013998260483, -90.24217010875476 38.62019868690738, -90.25563199466337 38.62141479873902, -90.2559097026231 38.62249724384883, -90.25423167774292 38.62290349812813, -90.25203573634681 38.62367631282118, -90.25035736280687 38.6242593268034, -90.24879666654049 38.6250361286334, -90.24748788332241 38.62597757700168, -90.24596044487336 38.62732132432213, -90.24547790356621 38.6277611820158, -90.24761698291212 38.62823985390794, -90.24949143073664 38.62801249432924, -90.25417790944871 38.62735060001493, -90.25378646709659 38.62558158912245, -90.25647908863698 38.62521667796386, -90.25666132097149 38.62609390644099, -90.25939334061472 38.6257352330665, -90.2585446292149 38.62200338560355, -90.25980843659313 38.62201918134345, -90.26065157882294 38.62205750322923, -90.26184774394494 38.62220841936129, -90.26284515234693 38.62244074787744, -90.26379539871826 38.62272656635305, -90.26553548446607 38.6232264622241, -90.26501713595883 38.62585888125052, -90.26456596583928 38.62878956977207, -90.3045276277177 38.63264921891621, -90.3055705522774 38.6332603168392, -90.30564152386081 38.63345015567961, -90.30564142275269 38.63349459344709, -90.30630515074628 38.63356600870632, -90.30687118479842 38.63288284814909, -90.30790494884258 38.63206115167614, -90.30833498065121 38.63102426510191, -90.30870265988111 38.63006450850847, -90.30881861793934 38.62952562258762, -90.30882152691736 38.62874388828479, -90.30890731895681 38.6280885757122, -90.30909228429853 38.62713118580994, -90.30921097173973 38.62554189563718, -90.30955215196386 38.62411160894027, -90.30975073187059 38.62300930470987, -90.3100087373726 38.62225362033684, -90.31071976762681 38.61815378303129, -90.31101057611784 38.61765627564141, -90.31194935364607 38.61530226740751, -90.31306978255243 38.61270704732849, -90.31320586816631 38.61217149782414, -90.31360910957044 38.61136196834628, -90.31370308641098 38.61096003081885, -90.31401794449167 38.61044297708354, -90.31460669080451 38.60899720103604, -90.31530302358641 38.60748153756654, -90.31570448341775 38.60624951335899, -90.31639902460635 38.60487458226241, -90.31692039606779 38.60293551409061, -90.31741890606446 38.60195392491788, -90.31780664259959 38.60063224419644, -90.31825501439553 38.59962360289232, -90.31840484459681 38.59916480615914, -90.31890677408036 38.59874734243947, -90.31880449221381 38.59854050489122, -90.32051677028244 38.59416286787532, -90.32022559168952 38.59314692567692, -90.31951835305273 38.59218085628956, -90.31924879436951 38.59128687074027, -90.31856374936922 38.59004018940907, -90.31690297584825 38.58622955020799, -90.31565273703364 38.5836830971495, -90.29574962918815 38.58161789879581, -90.29187324716774 38.58230651289884, -90.27709255137113 38.58076933325727, -90.27580086384886 38.579732797216, -90.27072875975708 38.579703928643, -90.26983240545617 38.57921061712784, -90.26193276266656 38.58530172309128, -90.25827223145265 38.58825215980994, -90.25134455042118 38.59145067754431, -90.24464270813615 38.59218820103506, -90.24391256643597 38.59246467469546, -90.24153254365937 38.60642854671972, -90.23986162354301 38.61429804564062, -90.23923735307478 38.61739512384923, -90.23882148883339 38.61960835074388))"
25,21311,,,,,"POLYGON ((-90.23071633389544 38.6401960543639, -90.2377516926602 38.64334881841637, -90.23466890387574 38.64772541951565, -90.24474336941068 38.65216840381412, -90.24607278064225 38.65032982552876, -90.24367552209806 38.64927098511414, -90.24612277188065 38.64580648620181, -90.24539063587987 38.6454767154309, -90.246226656518 38.64433970137413, -90.24865720364585 38.64539692251913, -90.24864189731262 38.64503485208037, -90.24872727386953 38.64482577751338, -90.24969938287212 38.64347682105283, -90.2505886557332 38.64094263269065, -90.25428626959625 38.64169422425856, -90.25565651095746 38.63757386424935, -90.25197334253181 38.63682025793615, -90.25336275001096 38.63287215966989, -90.25270857921052 38.63286420670259, -90.25400176678383 38.62907533248652, -90.25790191386915 38.62993875001393, -90.25896508556737 38.62670979696617, -90.25957767550979 38.62662437083963, -90.2593841528803 38.62574151710205, -90.25666313645942 38.62609094407963, -90.25647002233352 38.62519988023362, -90.25378849168824 38.62558406999718, -90.25417789414388 38.62735304525312, -90.24762761873413 38.6282358507334, -90.24632121438471 38.6291759744465, -90.24323551651015 38.63208025086541, -90.24186081397934 38.63611723884878, -90.23380352604354 38.63444207659429, -90.23276170844963 38.63727132550774, -90.23071633389544 38.6401960543639))"
26,23425,,,,,"POLYGON ((-90.2229188307292 38.65582887483858, -90.22385737209513 38.65627415389444, -90.22434025081174 38.65715648214282, -90.23135134512934 38.6602192437467, -90.23073585175402 38.6611062213567, -90.23083330186338 38.661184223535, -90.22904494161597 38.66374689171848, -90.23800454856928 38.66765602142235, -90.24042841873832 38.66418286214828, -90.23735278100786 38.66283914219085, -90.23802767882238 38.66190353193809, -90.23867512980327 38.66099799202512, -90.2495354609305 38.6657374061963, -90.25180799783209 38.66260195198904, -90.24640364350134 38.66018105438853, -90.25031818321705 38.6546312829356, -90.23466297934985 38.64769403393699, -90.23319000653593 38.64975429931474, -90.23047091432881 38.64857639426212, -90.23010331719225 38.64905951730191, -90.22830756841583 38.64828777628403, -90.22522819444617 38.65258857376021, -90.2229188307292 38.65582887483858))"
27,20599,,,,,"POLYGON ((-90.23735716009899 38.66283752534245, -90.24821463522129 38.66757571721502, -90.24425481177985 38.67308863586316, -90.24850785373978 38.67491558140152, -90.24823126189558 38.67630897133662, -90.24285170700064 38.68406431931334, -90.24168040109697 38.68534814937895, -90.23441973561917 38.68936279714065, -90.23851199946482 38.69419546778536, -90.23182763626053 38.69787870972583, -90.23107798878974 38.69877667977664, -90.22843615419332 38.70024338872641, -90.22983522742412 38.70353010618555, -90.22997217975288 38.70411667205714, -90.23006350837531 38.70451801288511, -90.2301354493616 38.70530615337198, -90.23122397931134 38.70648176108764, -90.23259646165981 38.70750616690795, -90.23313811032547 38.70793365132899, -90.23496789895383 38.70894492793774, -90.23686421924799 38.70982747711805, -90.23866816560354 38.71045078611624, -90.24036729537112 38.71107940741584, -90.24222606292454 38.71168648779682, -90.24431250652954 38.71240147137846, -90.24645225292946 38.71309538442502, -90.24952386568422 38.71414042368841, -90.25122581459105 38.71472684499778, -90.25249783190576 38.715267864501, -90.25357603372082 38.71580045972284, -90.25386295749993 38.71595980488043, -90.25402368185573 38.71572896117065, -90.25581397843625 38.7138488137307, -90.25635347757931 38.7130598222939, -90.25761934727055 38.71171247910155, -90.25880874395993 38.71007203693536, -90.26020932452079 38.70854096309381, -90.26263671725324 38.70538560168984, -90.26385437366068 38.70381830547247, -90.26491132518872 38.70210219076001, -90.26531882538757 38.70135584960092, -90.26560604906697 38.70106204615423, -90.26569499025766 38.70084957045952, -90.265915733447 38.70065690630584, -90.26620730328904 38.70074529250636, -90.26661242566904 38.7001531940608, -90.26720796755593 38.69956170373298, -90.26823770777364 38.6980736154679, -90.27139474769152 38.69419429469248, -90.27150431590495 38.69396386690779, -90.27443688013679 38.69013213348681, -90.27641991675856 38.68761739100461, -90.27998646091665 38.68307302280913, -90.2814386311517 38.68144119381198, -90.28394296730151 38.6780213631996, -90.28442115443684 38.67753422819644, -90.2859112518144 38.67557377531402, -90.28682936560864 38.6746167062777, -90.28750076433995 38.67367197842188, -90.28819370195779 38.67287727257075, -90.28880308985444 38.67206513970451, -90.28910894919852 38.6713354634886, -90.28987633554549 38.67050840662586, -90.28315501382103 38.66686515162577, -90.2720285180168 38.66090238381354, -90.25852796816636 38.65954314219989, -90.24960370689013 38.65567130057084, -90.24640933806089 38.66018018397811, -90.25179926630177 38.6626142599118, -90.24953363200498 38.66574832581829, -90.23867079243396 38.66099532624037, -90.23735716009899 38.66283752534245))"
28,27998,,,,,"POLYGON ((-90.24475343131576 38.65215225092984, -90.25030252069395 38.65463850154001, -90.24960131145779 38.65566360396409, -90.25851434575664 38.65953952008279, -90.2720480646023 38.66090145738664, -90.28987442929458 38.67051653194988, -90.29312342543265 38.6664528581433, -90.29424597410681 38.66520024180851, -90.29459851151725 38.66476867312601, -90.29510199059372 38.66345244827634, -90.29610859302591 38.6628441175347, -90.29690420131573 38.66165819864752, -90.2975025490238 38.66101072851474, -90.29705828116187 38.66096639497128, -90.2980772255312 38.6597454094225, -90.29905073930743 38.6585256338463, -90.30053411324307 38.65696045746129, -90.30178749325596 38.65556244308423, -90.30191814406325 38.65505853034211, -90.30211704702563 38.65475558328357, -90.30220571050774 38.65364336849847, -90.30282188554744 38.65026298838485, -90.30259690587573 38.64984546275323, -90.30281216800793 38.64594537372533, -90.30348498731517 38.64519467247227, -90.30381719541677 38.64464617620143, -90.30442187369992 38.64346246151935, -90.30521207983398 38.63967798704629, -90.30550496736312 38.63856775126257, -90.3056073781609 38.63762895305881, -90.30561038249481 38.6363963561421, -90.30590546000873 38.63549653519829, -90.30601550547085 38.63445814608315, -90.30630773648504 38.63355963276209, -90.30564360832246 38.63349829735548, -90.30556616766755 38.63324969757009, -90.30452365650741 38.63264838086661, -90.26458633048763 38.62877373507187, -90.26549532866935 38.62320821331088, -90.26402984017257 38.62278863235719, -90.26296488265383 38.62244481254946, -90.26177102950433 38.62218985075804, -90.2606791633533 38.6220339713274, -90.2585281089804 38.62199172805902, -90.25958635094004 38.62662314253726, -90.25895376407401 38.62671453667146, -90.2579210920713 38.62993614856017, -90.25400713956627 38.6290730317391, -90.25271164131773 38.63285961628383, -90.25337251916181 38.63287474160603, -90.25198030718803 38.63683018818325, -90.25566560286741 38.63758529751622, -90.25426911542725 38.64169011022528, -90.25058538991128 38.64094380681705, -90.24970112805237 38.64347813756541, -90.24873093361632 38.64483003434152, -90.24863725257831 38.64504941784077, -90.24865765039911 38.64539550607506, -90.2462202839251 38.6443355981374, -90.24539484100868 38.64547678470975, -90.2461207395493 38.64580587366222, -90.24367711948915 38.64927309083193, -90.24605813948919 38.65033027297471, -90.24475343131576 38.65215225092984))"
